response_id,research_id,respondent_id,object,translated_response,combined_response,final_response,originality_rater02,utility_rater02,originality_rater01,utility_rater01
649,CEG202824,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,stir your coffee or tea,use fork as stir your coffee or tea,use fork as stir your coffee or tea,1,5,1,5
650,CEG202825,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,eat yogurt without getting your hands messy,use fork as eat yogurt without getting your hands messy,use fork as eat yogurt without getting your hands messy,2,4,2,4
651,CEG202826,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,get last bit of ketchup out of bottle,use fork as get last bit of ketchup out of bottle,use fork as get last bit of ketchup out of bottle,2,4,2,4
652,CEG202827,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,eat ice cream without dripping it all over yourself,use fork as eat ice cream without dripping it all over yourself,use fork as eat ice cream without dripping it all over yourself,2,5,2,5
653,CEG202828,cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj,fork,eat food of course,use fork as eat food of course,use fork as eat food of course,1,5,1,5
654,CEG202829,cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj,fork,play forks - musical instrument made by rubbing two metal forks together,use fork as play forks - musical instrument made by rubbing two metal forks together,use fork as play forks - musical instrument made by rubbing two metal forks together,3,4,3,4
655,CEG202830,cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj,fork,hold back your hair while you're washing your face,use fork as hold back your hair while you're washing your face,use fork as hold back your hair while you're washing your face,2,4,2,4
656,CEG202831,cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj,fork,dig in dirt - great for small planting jobs,use fork as dig in dirt - great for small planting jobs,use fork for dig in dirt - great for small planting jobs,2,5,2,5
658,CEG202832,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,bookmark,use fork as bookmark,use fork as bookmark,2,5,2,5
659,CEG202833,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,hold down stack of papers,use fork as hold down stack of papers,use fork as hold down stack of papers,2,4,2,4
660,CEG202834,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,scrape dirt off your shoes,use fork as scrape dirt off your shoes,use fork as scrape dirt off your shoes,2,5,2,5
661,CEG202835,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,pick up small objects like coins or beads,use fork as pick up small objects like coins or beads,use fork as pick up small objects like coins or beads,2,5,2,5
662,CEG202836,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,hairpin or bobby pin,use fork as hairpin or bobby pin,use fork as hairpin or bobby pin,2,4,2,4
663,CEG202837,cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6,fork,comb your hair,use fork as comb your hair,use fork as comb your hair,2,4,2,4
664,CEG202838,cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6,fork,toothpick,use fork as toothpick,use fork as toothpick,2,4,2,4
665,CEG202839,cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6,fork,Stick fork in electrical outlet to see if it's still working,use fork as Stick fork in electrical outlet to see if it's still working,use fork as Stick fork in electrical outlet to see if it's still working,3,3,3,3
666,CEG202840,cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6,fork,Use fork to pick up small items like paperclips or coins off floor,use fork as Use fork to pick up small items like paperclips or coins off floor,use fork as Use fork to pick up small items like paperclips or coins off floor,2,4,2,4
668,CEG202841,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,back scratcher,use fork as back scratcher,use fork as back scratcher,2,5,2,5
669,CEG202842,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,pick up small items like coins or beads,use fork as pick up small items like coins or beads,use fork as pick up small items like coins or beads,2,5,2,5
670,CEG202843,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,fluff up pillow,use fork as fluff up pillow,use fork as fluff up pillow,3,4,3,4
671,CEG202844,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,mix paints together,use fork as mix paints together,use fork as mix paints together,2,5,2,5
672,CEG202845,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,hairpin or hair tie,use fork as hairpin or hair tie,use fork to hairpin or hair tie,2,4,2,4
673,CEG202846,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,stir drink,use fork as stir drink,use fork as stir drink,1,5,1,5
674,CEG202847,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,eat food with one hand,use fork as eat food with one hand,use fork as eat food with one hand,1,5,1,5
675,CEG202848,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,hold food while cutting it with knife,use fork as hold food while cutting it with knife,use fork as hold food while cutting it with knife,1,5,1,5
676,CEG202849,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,makeshift toothpick,use fork as makeshift toothpick,use fork as makeshift toothpick,2,4,2,4
677,CEG202850,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,play piano (by pressing on tines,use fork as play piano (by pressing on tines,use fork as play piano (by pressing on tines,3,3,3,3
678,CEG202851,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,play xylophone,use fork as play xylophone,use fork as play xylophone,3,4,3,4
679,CEG202852,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,toothpick,use fork as toothpick,use fork as toothpick,2,4,2,4
680,CEG202853,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,If you bend fork you can use it as curling iron for your hair,use fork as If you bend fork you can use it as curling iron for your hair,use fork to If you bend fork you can use it to curling iron for your hair,3,4,3,4
681,CEG202854,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,eat soup without making mess,use fork as eat soup without making mess,use fork as eat soup without making mess,2,3,2,3
682,CEG202855,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,comb your hair,use fork as comb your hair,use fork as comb your hair,2,4,2,4
683,CEG202856,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Use fork to make patterns in sand or dirt,use fork as Use fork to make patterns in sand or dirt,use fork to Use fork to make patterns in sand or dirt,2,5,2,5
684,CEG202857,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Stick fork in potted plant to help support it,use fork as Stick fork in potted plant to help support it,use fork as Stick fork in potted plant to help support it,2,5,2,5
685,CEG202858,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,bookmark,use fork as bookmark,use fork as bookmark,2,5,2,5
686,CEG202859,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Hang forks on string to make wind chimes or mobile art,use fork as Hang forks on string to make wind chimes or mobile art,use fork to Hang forks on string to make wind chimes or mobile art,3,3,3,3
687,CEG202860,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Make music with forks by tapping them on different surfaces and experiment with different sounds,use fork as Make music with forks by tapping them on different surfaces and experiment with different sounds,use fork as Make music with forks by tapping them on different surfaces and experiment with different sounds,3,5,3,5
688,CEG202861,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,bookmark,use fork as bookmark,use fork as bookmark,2,5,2,5
689,CEG202862,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,make music by hitting it against different surfaces,use fork as make music by hitting it against different surfaces,use fork to make music by hitting it against different surfaces,3,5,3,5
690,CEG202863,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,toothpick,use fork as toothpick,use fork as toothpick,2,4,3,4
691,CEG202864,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,eat food without getting your hands dirty,use fork as eat food without getting your hands dirty,use fork as eat food without getting your hands dirty,1,5,1,5
692,CEG202865,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,play with your food before you eat it,use fork as play with your food before you eat it,use fork as play with your food before you eat it,2,5,2,5
693,CEG202866,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Eating food with fork,use fork as Eating food with fork,use fork as Eating food with fork,1,5,1,5
694,CEG202867,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Picking up food that has fallen on floor,use fork as Picking up food that has fallen on floor,use fork as Picking up food that has fallen on floor,2,5,1,5
695,CEG202868,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Using fork to hold piece of food while cutting it with knife,use fork as Using fork to hold piece of food while cutting it with knife,use fork as Using fork to hold piece of food while cutting it with knife,1,5,1,5
696,CEG202869,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Spear vegetables or fruit for juicing or smoothies,use fork as Spear vegetables or fruit for juicing or smoothies,use fork for Spear vegetables or fruit for juicing or smoothies,1,5,1,5
697,CEG202870,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Twirling pasta around fork before eating it,use fork as Twirling pasta around fork before eating it,use fork as Twirling pasta around fork before eating it,1,5,1,5
698,CEG202871,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Making patterns in soft foods like mashed potatoes,use fork as Making patterns in soft foods like mashed potatoes,use fork as Making patterns in soft foods like mashed potatoes,1,5,1,5
699,CEG202872,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Mix,use fork as Mix,use fork as Mix,1,5,1,5
700,CEG202873,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Pick up small things like beads or glitter,use fork as Pick up small things like beads or glitter,use fork as Pick up small things like beads or glitter,2,5,2,5
701,CEG202874,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Stir drink,use fork as Stir drink,use fork as Stir drink,1,5,1,5
702,CEG202875,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Eat spaghetti,use fork as Eat spaghetti,use fork as Eat spaghetti,1,5,1,5
703,CEG202876,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Hold onto foods like chicken wings so you don't make mess,use fork as Hold onto foods like chicken wings so you don't make mess,use fork to Hold onto foods like chicken wings so you don't make mess,1,5,1,5
704,CEG202877,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Help cut soft foods,use fork as Help cut soft foods,use fork as Help cut soft foods,1,5,1,5
705,CEG202878,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,back scratcher,use fork as back scratcher,use fork as back scratcher,2,5,3,4
706,CEG202879,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Make music- use as drumsticks on pots and pans,use fork as Make music- use as drumsticks on pots and pans,use fork to Make music- use to drumsticks on pots and pans,3,5,3,5
708,CEG202880,cmpl-59yRPWbNnWM3F9JmgHccub0konNBc,fork,Use fork to add extra flavor to your cooking by marinating meat or poultry in flavorful sauce before grilling or baking,use fork as Use fork to add extra flavor to your cooking by marinating meat or poultry in flavorful sauce before grilling or baking,use fork as Use fork to add extra flavor to your cooking by marinating meat or poultry in flavorful sauce before grilling or baking,1,5,1,5
709,CEG202881,cmpl-59yRPWbNnWM3F9JmgHccub0konNBc,fork,Get creative with breakfast and make eggs benedict on waffle for delicious and unique twist,use fork as Get creative with breakfast and make eggs benedict on waffle for delicious and unique twist,use fork to Get creative with breakfast and make eggs benedict on waffle for delicious and unique twist,2,4,2,4
710,CEG202882,cmpl-59yRPWbNnWM3F9JmgHccub0konNBc,fork,Create elegant hors d'oeuvres by spearing fruitcheeseand other bite-sized foods on toothp,use fork as Create elegant hors d'oeuvres by spearing fruitcheeseand other bite-sized foods on toothp,use fork as Create elegant hors d'oeuvres by spearing fruitcheeseand other bite-sized foods on toothp,2,4,2,4
711,CEG202883,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,telephone,use can as telephone,use can as telephone,NA,NA,3,3
712,CEG202884,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,candle holder,use can as candle holder,use can as candle holder,NA,NA,3,5
713,CEG202885,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,vase,use can as vase,use can as vase,NA,NA,3,5
714,CEG202886,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,pencil holder,use can as pencil holder,use can as pencil holder,2,5,2,5
715,CEG202887,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,ashtray,use can as ashtray,use can as ashtray,2,5,2,5
716,CEG202888,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,coin bank,use can as coin bank,use can as coin bank,NA,NA,2,5
717,CEG202889,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,doorstop,use can as doorstop,use can as doorstop,NA,NA,3,5
718,CEG202890,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,paperweight,use can as paperweight,use can as paperweight,NA,NA,4,4
719,CEG202891,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,bird feeder,use can as bird feeder,use can as bird feeder,NA,NA,3,4
720,CEG202892,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,planter,use can as planter,use can as planter,NA,NA,3,5
721,CEG202893,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,vase for flowers,use can as vase for flowers,use can for vase for flowers,NA,NA,3,5
722,CEG202894,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,pencil holder,use can as pencil holder,use can as pencil holder,2,5,2,5
723,CEG202895,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,hold paintbrushes,use can as hold paintbrushes,use can as hold paintbrushes,NA,NA,3,5
724,CEG202896,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,store small items such as paperclips or buttons,use can as store small items such as paperclips or buttons,use can as store small items such as paperclips or buttons,2,5,2,5
725,CEG202897,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,coin bank,use can as coin bank,use can as coin bank,NA,NA,2,5
726,CEG202898,cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ,can,vase,use can as vase,use can as vase,NA,NA,3,5
727,CEG202899,cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ,can,Cut top off of tin can and use it as pencil holder,use can as Cut top off of tin can and use it as pencil holder,use can to Cut top off of tin can and use it to pencil holder,2,5,2,5
728,CEG202900,cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ,can,planter for small plants or succulents,use can as planter for small plants or succulents,use can for planter for small plants or succulents,3,4,3,4
729,CEG202901,cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ,can,wind chime out of few tin cans and some string or fishing line,use can as wind chime out of few tin cans and some string or fishing line,use can as wind chime out of few tin cans and some string or fishing line,3,3,3,3
731,CEG202902,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,vase for flowers,use can as vase for flowers,use can for vase for flowers,3,4,3,4
732,CEG202903,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,pencil holder on desk,use can as pencil holder on desk,use can as pencil holder on desk,2,5,2,5
733,CEG202904,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,hold paintbrushes in artist's studio,use can as hold paintbrushes in artist's studio,use can as hold paintbrushes in artist's studio,3,5,3,5
734,CEG202905,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,coin bank,use can as coin bank,use can as coin bank,NA,NA,2,5
735,CEG202906,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,telephone could be made by punching holes in two cans,use can as telephone could be made by punching holes in two cans,use can as telephone could be made by punching holes in two cans,2,4,2,4
736,CEG202907,cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV,can,planter for small plants or herbs,use can as planter for small plants or herbs,use can for planter for small plants or herbs,3,4,3,4
737,CEG202908,cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV,can,pencil holder on desk,use can as pencil holder on desk,use can as pencil holder on desk,2,5,2,5
738,CEG202909,cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV,can,hold paintbrushes in artist's studio,use can as hold paintbrushes in artist's studio,use can as hold paintbrushes in artist's studio,3,5,3,5
739,CEG202910,cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV,can,vase for fresh flowers or artificial flowers,use can as vase for fresh flowers or artificial flowers,use can for vase for fresh flowers or artificial flowers,3,4,3,4
740,CEG202911,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,telephone,use can as telephone,use can as telephone,NA,NA,3,3
741,CEG202912,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,candle holder,use can as candle holder,use can as candle holder,NA,NA,3,5
742,CEG202913,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,plant pot,use can as plant pot,use can as plant pot,NA,NA,3,5
743,CEG202914,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,pinata,use can as pinata,use can as pinata,NA,NA,4,3
743,CEG202915,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,pinata,use can as pinata,use can as pinata,NA,NA,4,3
744,CEG202916,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,wind chime,use can as wind chime,use can as wind chime,NA,NA,4,3
745,CEG202917,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,bird feeder,use can as bird feeder,use can as bird feeder,NA,NA,3,4
746,CEG202918,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,lampshade,use can as lampshade,use can as lampshade,NA,NA,4,4
747,CEG202919,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,pen holder,use can as pen holder,use can as pen holder,2,5,2,5
749,CEG202920,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,vase,use can as vase,use can as vase,NA,NA,3,5
750,CEG202921,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,piggy bank,use can as piggy bank,use can as piggy bank,NA,NA,2,5
751,CEG202922,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,candle holder,use can as candle holder,use can as candle holder,NA,NA,3,5
752,CEG202923,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,ice cream container,use can as ice cream container,use can as ice cream container,2,5,1,5
753,CEG202924,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,lunch box,use can as lunch box,use can as lunch box,3,3,3,3
754,CEG202925,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,storage container for small items,use can as storage container for small items,use can for storage container for small items,2,5,1,5
755,CEG202926,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,planter,use can as planter,use can as planter,NA,NA,3,5
756,CEG202927,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,bird feeder,use can as bird feeder,use can as bird feeder,NA,NA,3,4
757,CEG202928,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,wind chime,use can as wind chime,use can as wind chime,NA,NA,4,3
758,CEG202929,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,vase for small flowers,use can as vase for small flowers,use can for vase for small flowers,3,4,3,4
759,CEG202930,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,hold pencils or other small stationary items,use can as hold pencils or other small stationary items,use can as hold pencils or other small stationary items,2,5,2,5
760,CEG202931,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,candle holder,use can as candle holder,use can as candle holder,2,4,2,4
761,CEG202932,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,store loose change,use can as store loose change,use can as store loose change,2,5,2,5
762,CEG202933,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,telephone: two people each have string,use can as telephone: two people each have string,use can as telephone: two people each have string,2,4,2,4
763,CEG202934,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,vase,use can as vase,use can as vase,3,4,3,4
764,CEG202935,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,pencil holder,use can as pencil holder,use can as pencil holder,2,5,2,5
765,CEG202936,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,hold paintbrushes,use can as hold paintbrushes,use can as hold paintbrushes,2,5,2,5
766,CEG202937,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,pot for plant,use can as pot for plant,use can for pot for plant,3,4,3,4
767,CEG202938,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,doorstop,use can as doorstop,use can as doorstop,2,4,2,4
769,CEG202939,cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI,can,plant pot,use can as plant pot,use can as plant pot,3,4,3,4
770,CEG202940,cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI,can,storage container for small objects such as buttonsjewelryor coins.,use can as storage container for small objects such as buttonsjewelryor coins.,use can for storage container for small objects such for buttonsjewelryor coins.,2,5,2,5
771,CEG202941,cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI,can,candle holder,use can as candle holder,use can as candle holder,2,4,2,4
772,CEG202942,cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI,can,wind chime by attaching it to other objects such as shells or beads,use can as wind chime by attaching it to other objects such as shells or beads,use can as wind chime by attaching it to other objects such as shells or beads,3,3,3,3
773,CEG202943,cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz,can,coin bank,use can as coin bank,use can as coin bank,NA,NA,2,5
774,CEG202944,cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz,can,candle holder,use can as candle holder,use can as candle holder,NA,NA,3,5
775,CEG202945,cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz,can,hold small plants or flowers,use can as hold small plants or flowers,use can as hold small plants or flowers,3,4,3,4
776,CEG202946,cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz,can,storage container for pens and pencilspaper clipsetc.,use can as storage container for pens and pencilspaper clipsetc.,use can for storage container for pens and pencilspaper clipsetc.,2,5,2,5
778,CEG202947,cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt,can,pencil holder by painting and decorating tin can,use can as pencil holder by painting and decorating tin can,use can as pencil holder by painting and decorating tin can,2,5,2,5
779,CEG202948,cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt,can,planter for small succulents or cacti,use can as planter for small succulents or cacti,use can for planter for small succulents or cacti,3,4,3,4
780,CEG202949,cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt,can,vase or candle holder by wrapping it in twine or ribbon,use can as vase or candle holder by wrapping it in twine or ribbon,use can as vase or candle holder by wrapping it in twine or ribbon,3,4,3,4
781,CEG202950,cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt,can,Create fun patterns on,use can as Create fun patterns on,use can as Create fun patterns on,3,4,3,3
782,CEG202951,cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV,can,could be used as planter for small plants or succulents,use can as could be used as planter for small plants or succulents,use can for could be used for planter for small plants or succulents,3,4,3,4
783,CEG202952,cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV,can,cute and easy vase by wrapping twine or yarn around middle,use can as cute and easy vase by wrapping twine or yarn around middle,use can as cute and easy vase by wrapping twine or yarn around middle,3,4,3,4
784,CEG202953,cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV,can,set of coasters by decoupaging old magazine pages onto tin cans and sealing with clear Mod Podge,use can as set of coasters by decoupaging old magazine pages onto tin cans and sealing with clear Mod Podge,use can as set of coasters by decoupaging old magazine pages onto tin cans and sealing with clear Mod Podge,3,4,3,4
785,CEG202954,cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV,can,empty tin,use can as empty tin,use can as empty tin,1,5,1,5
786,CEG202955,cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6,can,vase,use can as vase,use can as vase,3,4,3,4
787,CEG202956,cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6,can,pencil holder,use can as pencil holder,use can as pencil holder,2,5,2,5
788,CEG202957,cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6,can,hold small office supplies like paperclips or pushpins,use can as hold small office supplies like paperclips or pushpins,use can as hold small office supplies like paperclips or pushpins,2,5,2,5
789,CEG202958,cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6,can,with both ends cut off could be used as planter for small plants or succulents,use can as with both ends cut off could be used as planter for small plants or succulents,use can for with both ends cut off could be used for planter for small plants or succulents,3,4,3,4
791,CEG202959,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,container for homemade candle,use can as container for homemade candle,use can for container for homemade candle,2,4,2,4
792,CEG202960,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,vase for flowers,use can as vase for flowers,use can for vase for flowers,NA,NA,3,5
793,CEG202961,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,pencil holder,use can as pencil holder,use can as pencil holder,2,5,2,5
794,CEG202962,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,storage container for small items such as hair clips or jewelry,use can as storage container for small items such as hair clips or jewelry,use can for storage container for small items such for hair clips or jewelry,2,5,2,5
795,CEG202963,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,plant pot,use can as plant pot,use can as plant pot,NA,NA,3,5
796,CEG202964,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,money box,use can as money box,use can as money box,NA,NA,2,5
797,CEG202965,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,piggy bank,use can as piggy bank,use can as piggy bank,NA,NA,2,5
798,CEG202966,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,candle holder,use can as candle holder,use can as candle holder,NA,NA,3,5
799,CEG202967,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,lampshade,use can as lampshade,use can as lampshade,NA,NA,4,4
800,CEG202968,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,tissue box cover,use can as tissue box cover,use can to tissue box cover,3,4,4,5
801,CEG202969,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,vase or flower pot,use can as vase or flower pot,use can as vase or flower pot,3,4,3,4
802,CEG202970,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,wind chime,use can as wind chime,use can as wind chime,3,3,3,3
803,CEG202971,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Use as pencil holder,use can as Use as pencil holder,use can as Use as pencil holder,2,5,2,5
804,CEG202972,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Decorate and use as jewelry box,use can as Decorate and use as jewelry box,use can to Decorate and use to jewelry box,2,4,2,4
805,CEG202973,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Fill with treats and use as dog toy,use can as Fill with treats and use as dog toy,use can to Fill with treats and use to dog toy,4,3,4,3
806,CEG202974,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Use as party favor cups or fill with candles for wedding table decorations,use can as Use as party favor cups or fill with candles for wedding table decorations,use can for Use for party favor cups or fill with candles for wedding table decorations,3,4,3,4
807,CEG202975,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,telephone,use can as telephone,use can as telephone,NA,NA,3,3
808,CEG202976,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,lantern,use can as lantern,use can as lantern,NA,NA,3,4
809,CEG202977,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,stove,use can as stove,use can as stove,NA,NA,2,3
810,CEG202978,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,solar oven,use can as solar oven,use can as solar oven,NA,NA,4,2
811,CEG202979,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,pinhole camera,use can as pinhole camera,use can as pinhole camera,NA,NA,4,4
